clip_id	sec	frames	sample_tokens	text
LJ034-0138	5.406	68	567	they saw and heard Brennan describing what he had seen.
LJ034-0141	3.699	47	403	and he said that the shots came from inside the building, end quote.
LJ034-0143	3.304	42	360	but he said he was unable to make a positive identification.
LJ034-0145	9.643	121	1012	Brennan had seen Oswald's picture on television, and he told the Commission that whether this affected his identification, quote, is something I do not know.
LJ034-0147	4.790	60	509	Brennan stated that he was sure that the person firing the rifle was Oswald.
LJ034-0149	5.603	71	596	Brennan appeared to revert to his earlier inability to make a positive identification,
LJ034-0151	2.364	30	261	of what he said on November twenty-two.
LJ034-0153	6.253	79	663	but did not do so because he felt that the assassination was, quote, a Communist activity,
LJ034-0155	2.561	33	282	When specifically asked before the Commission
LJ034-0157	8.935	112	939	Brennan stated, quote, I could at that time -- I could, with all sincerity, identify him as being the same man, end quote.
LJ034-0159	4.895	62	524	The Commission, therefore, does not base its conclusion concerning the identity of the assassin
LJ034-0161	2.689	34	291	Immediately after the assassination, however,
LJ034-0163	3.130	40	342	The Commission is satisfied that, at the least,
LJ034-0165	1.470	19	168	Lee Harvey Oswald.
LJ034-0167	8.064	101	840	of the sixth floor approximately one minute before the assassination, although neither witness saw the shots being fired.
LJ034-0169	3.699	47	400	the same corner where Brennan was sitting on a concrete wall.
LJ034-0171	5.023	63	534	Edwards said, quote, Look at that guy there in that window, end quote,
LJ034-0173	5.336	67	567	He said that the man held his attention until the motorcade came because the man, quote,
LJ034-0175	7.739	97	817	He looked like he was looking down toward the Trinity River and the Triple Underpass down at the end -- toward the end of Elm Street. And
LJ034-0177	7.461	94	792	Fischer placed the man in the easternmost window on the south side of the Depository Building on either the fifth or the sixth floor.
LJ034-0179	3.664	46	395	and, quote, seemed to be sitting a little forward, end quote,
LJ034-0181	8.355	105	879	and he had brown hair, a slender face and neck with light complexion, and looked to be twenty-two or twenty-four years old.
LJ034-0183	2.538	32	276	Boxes and cases were stacked behind him.
LJ034-0185	4.570	58	495	In his testimony he said, quote, I told them that that could have been the man.
LJ034-0187	6.996	88	745	Fischer described the man's hair as some shade of brown, quote, it wasn't dark, and it wasn't light, end quote.
LJ034-0189	7.461	94	791	Fischer explained that he did not mean by the earlier statement that the man was blond, but rather that his hair was not black.
LJ034-0191	9.121	115	966	he saw nothing of importance, quote, except maybe one individual who was up there in the corner room of the sixth floor which was crowded in among boxes, end quote.
LJ034-0193	5.162	65	550	Fischer and Edwards did not see the man clearly enough or long enough to identify him.
LJ034-0195	3.432	43	370	based on other evidence, to have fired the shots from the window.
LJ034-0197	7.809	98	826	who was one of the first witnesses to alert the police to the Depository as the source of the shots, as has been discussed in chapter three.
LJ034-0201	6.578	83	698	but a radio reporter testified that Euins described the man to him as, quote, colored, end quote.
LJ034-0203	8.993	113	949	Euins stated that he could not ascertain the man's race and that the statement in the affidavit was intended to refer only to the white spot on the man's head
LJ034-0205	6.195	78	653	A Secret Service agent who spoke to Euins approximately twenty to thirty minutes after the assassination
LJ034-0207	9.272	116	973	Accordingly, Euins' testimony is considered probative as to the source of the shots but is inconclusive as to the identity of the man in the window.
LJ034-0209	6.892	87	730	the Commission has considered the allegation that Oswald was photographed standing in front of the building when the shots were fired.
LJ034-0211	5.940	75	633	who was standing on the south side of Elm Street between the Triple Underpass and the Depository Building.
LJ034-0213	5.870	74	625	Just before snapping the picture Altgens heard a noise which sounded like the popping of a firecracker.
LJ034-0215	2.294	29	254	which entered the back of the President's neck.
LJ034-0217	4.152	52	440	One of these employees was alleged to resemble Lee Harvey Oswald.
LJ034-0219	6.927	87	728	Standing alongside him were Buell Wesley Frazier and William Shelley, who also identified Lovelady.
LJ035-0002	7.391	93	774	Chapter four. The Assassin: Part four. Oswald's Actions in Building After Assassination.
LJ035-0004	7.542	95	792	the Commission has reviewed the testimony of witnesses who saw Oswald in the building within minutes after the assassination.
LJ035-0006	4.535	57	485	are consistent with his having been at the window at twelve:thirty p.m.
LJ035-0008	7.530	95	795	The first person to see Oswald after the assassination was Patrolman M. L. Baker of the Dallas Police Department.
LJ035-0010	6.660	84	705	As he turned the corner from Main onto Houston at a speed of about five to ten miles per hour,
LJ035-0012	3.258	41	350	At about this time he heard the first shot.
LJ035-0014	3.455	44	375	it sounded high and I immediately kind of looked up,
LJ035-0016	9.121	115	965	He saw pigeons flutter upward. He was not certain, quote, but I am pretty sure they came from the building right on the northwest corner, end quote.
LJ035-0018	6.381	80	673	end quote, After the third shot, he, quote, revved that motorcycle up, end quote,
LJ035-0020	9.225	116	972	As he was parking he noted that people were, quote, falling, and they were rolling around down there grabbing their children, end quote, and rushing about.
LJ035-0022	9.597	120	1009	Baker, quote, had it in mind that the shots came from the top of this building here, end quote, so he ran straight to the entrance of the Depository Building.
LJ035-0024	4.988	63	537	and this man, Mr. Truly, spoke up and says, it seems to me like he says,
LJ035-0026	9.748	122	1016	Baker and building superintendent Roy Truly went through a second set of doors and stopped at a swinging door where Baker bumped into Truly's back.
LJ035-0028	5.232	66	560	to the northwest corner of the floor where Truly hoped to find one of the two freight elevators.
LJ035-0030	6.149	77	646	Truly pushed the button for the west elevator which operates automatically if the gate is closed.
LJ035-0034	6.242	79	670	The stairs from one floor to the next are "L-shaped," with both legs of the "L" approximately the same length.
LJ035-0036	5.290	67	567	On the second-floor landing there is a small open area with a door at the east end.
LJ035-0038	6.056	76	643	The lunchroom door is usually open, but the first door is kept shut by a closing mechanism on the door.
LJ035-0040	9.342	117	980	As Baker reached the second floor, he was about twenty feet from the vestibule door. He intended to continue around to his left toward the stairway going up
LJ035-0044	5.081	64	545	If the man had passed from the vestibule into the lunchroom, Baker could not have seen him.
LJ035-0046	8.297	104	880	I was coming out this one on the second floor, and I don't know, I was kind of sweeping this area as I come up, I was looking from right to left
LJ035-0048	4.686	59	505	I can't say whether he had gone on through that door [the lunchroom door] or not.
LJ035-0050	5.116	64	542	With his revolver drawn, Baker opened the vestibule door and ran into the vestibule.
LJ035-0052	4.686	59	505	Baker stopped at the door of the lunchroom and commanded, quote, Come here, end quote.
LJ035-0054	2.782	35	304	He had been proceeding toward the rear of the lunchroom.
LJ035-0056	4.024	51	433	Meanwhile, Truly had run up several steps toward the third floor.
LJ035-0058	5.429	68	580	Baker turned to Truly and said, quote, Do you know this man, does he work here? end quote.
LJ035-0060	7.449	94	795	Baker stated later that the man did not seem to be out of breath; he seemed calm. Quote, He never did say a word or nothing.
LJ035-0064	6.044	76	644	Truly thought that the officer's gun at that time appeared to be almost touching the middle portion of Oswald's body.
LJ035-0066	3.931	50	426	In an effort to determine whether Oswald could have descended to the lunchroom
LJ035-0068	2.747	35	302	until Baker came upon Oswald in the lunchroom.
LJ035-0070	1.934	25	221	Truly stood in front of the building.
LJ035-0072	8.053	101	843	On the first test, the elapsed time between the simulated first shot and Baker's arrival on the second-floor stair landing
LJ035-0074	3.769	48	407	The second test run required one minute and fifteen seconds.
LJ035-0076	9.678	121	1009	Special Agent John Howlett of the Secret Service carried a rifle from the southeast corner of the sixth floor along the east aisle to the northeast corner.
LJ035-0078	5.336	67	567	Then Howlett walked down the stairway to the second-floor landing and entered the lunchroom.
LJ035-0080	4.895	62	525	the second test, at a "fast walk" took one minute, fourteen seconds.
LJ035-0082	8.366	105	879	The only interval was the time necessary to ride in the elevator from the second to the sixth floor and walk back to the southeast corner.
LJ035-0084	8.308	104	871	The minimum time required by Baker to park his motorcycle and reach the second-floor lunchroom was within three seconds of the time needed to walk
LJ035-0086	9.620	121	1009	The time actually required for Baker and Truly to reach the second floor on November twenty-two was probably longer than in the test runs. For example,
LJ035-0088	3.432	43	368	park it, and run forty-five feet to the building.
LJ035-0090	8.657	109	914	possible delayed reaction to the shot, jostling with the crowd of people on the steps and scanning the area along Elm Street and the parkway.
LJ035-0092	5.313	67	575	and this would be the minimum, because I am sure that I, you know, it took me a little longer, end quote,
LJ035-0094	8.517	107	896	the Commission concluded that Oswald could have fired the shots and still have been present in the second-floor lunchroom when seen by Baker and Truly.
LJ035-0096	6.381	80	674	is consistent with the movements of the two elevators, which would have provided the other possible means of descent.
LJ035-0098	5.464	69	584	he was certain that both elevators, which occupy the same shaft, were on the fifth floor.
LJ035-0100	5.557	70	591	In the few seconds which elapsed while Baker and Truly ran from the first to the second floor,
LJ035-0102	5.046	64	542	Truly and Baker continued up the stairs after the encounter with Oswald in the lunchroom.
LJ035-0104	5.580	70	590	The east elevator was on the fifth floor when they arrived; the west elevator was not.
LJ035-0106	3.629	46	392	Jack Dougherty, an employee working on the fifth floor,
LJ035-0108	4.918	62	526	Eddie Piper, the janitor, told Dougherty that the President had been shot,
LJ035-0110	6.903	87	729	Both Dougherty and Piper were confused witnesses. They had no exact memory of the events of that afternoon.
LJ035-0112	5.023	63	533	The west elevator was not on the fifth floor when Baker and Truly reached that floor,
LJ035-0114	4.198	53	450	Neither elevator could have been used by Oswald as a means of descent.
LJ035-0116	3.177	40	341	Three employees -- James Jarman, Jr.,
LJ035-0118	4.732	60	506	They rushed to the west windows after the shots were fired and remained there
LJ035-0120	6.602	83	697	While they were at the west windows their view of the stairwell was completely blocked by shelves and boxes.
LJ035-0122	9.167	115	963	Dougherty took the elevator down from the fifth floor after Jarman, Norman, and Williams ran to the west windows and were deciding what to do.
LJ035-0124	5.174	65	546	Neither Jarman, Norman, Williams, or Dougherty saw Oswald.
LJ035-0126	7.043	89	747	claimed that within about one minute following the shots she ran from a window on the south side of the fourth floor,
LJ035-0128	6.590	83	698	If her estimate of time is correct, she reached the bottom of the stairs before Truly and Baker started up,
LJ035-0130	9.237	116	969	Actually she noticed no one on the back stairs. If she descended from the fourth to the first floor as fast as she claimed in her testimony,
LJ035-0132	7.124	90	754	When she reached the first floor, she actually saw Shelley and Lovelady slightly east of the east elevator.
LJ035-0134	8.169	103	864	that they were watching the parade from the top step of the building entrance when Gloria Calverly, who works in the Depository Building,
LJ035-0136	2.654	34	295	Lovelady and Shelley moved out into the street.
LJ035-0138	8.958	112	941	Shelley and Lovelady, at a fast walk or trot, turned west into the railroad yards and then to the west side of the Depository Building.
LJ035-0140	6.149	77	648	On entering, Lovelady saw a girl on the first floor who he believes was Victoria Adams.
LJ035-0142	4.314	54	460	then her estimate of the time when she descended from the fourth floor is incorrect,
LJ035-0144	1.853	24	212	Oswald's departure from building.
LJ035-0146	6.195	78	659	saw him walk through the clerical office on the second floor toward the door leading to the front stairway.
LJ035-0148	5.116	64	539	She testified that she heard three shots which she thought came from the building.
LJ035-0150	3.153	40	342	As she approached her desk, she saw Oswald.
LJ035-0152	6.996	88	738	carrying a full bottle of Coca-Cola in his hand, presumably purchased after the encounter with Baker and Truly.
LJ035-0154	5.011	63	534	Oswald mumbled something and walked by. She paid no more attention to him.
LJ035-0156	5.510	69	584	Mrs. Reid testified that when she saw Oswald, he was wearing a T-shirt and no jacket.
LJ035-0158	9.342	117	975	A blue jacket, later identified by Marina Oswald as her husband's, was subsequently found in the building, apparently left behind by Oswald.
LJ035-0160	7.623	96	803	Reconstructing her movements, Mrs. Reid ran the distance three times and was timed in two minutes by stopwatch.
LJ035-0162	7.217	91	757	approximately thirty to forty-five seconds after Oswald's lunchroom encounter with Baker and Truly.
LJ035-0164	1.888	24	210	three minutes after the shooting.
LJ035-0166	4.500	57	483	While it was difficult to determine exactly when the police sealed off the building,
LJ035-0168	7.681	97	814	One of the police officers assigned to the corner of Elm and Houston Streets for the Presidential motorcade, W. E. Barnett,
LJ035-0170	7.612	96	807	He then returned to the corner of Elm and Houston where he met a sergeant who instructed him to find out the name of the building.
LJ035-0172	7.345	92	770	There he was met by a construction worker -- in all likelihood Howard Brennan, who was wearing his work helmet.
LJ035-0174	6.195	78	655	where upon Barnett posted himself at the front door to make certain that no one left the building.
LJ035-0178	3.687	47	402	Sgt. D. V. Harkness of the Dallas police
LJ035-0180	5.336	67	568	that a witness (Amos Euins) had seen shots fired from a window of the building.
LJ035-0182	4.895	62	526	Harkness did not know whether or not two officers with Sawyer were guarding the doors.
LJ035-0184	6.416	81	682	He then entered the building and took the front passenger elevator as far as it would go -- the fourth floor.
LJ035-0186	8.575	108	905	After he returned to the street he directed Sergeant Harkness to station two patrolmen at the front door and not let anyone in or out;
LJ035-0188	4.872	61	519	This was no earlier than twelve:thirty-seven p.m. and may have been later.
LJ035-0190	8.343	105	876	testified that after driving to Parkland Hospital, he returned to the Depository Building about twenty minutes after the shooting,
LJ035-0192	9.133	115	961	Although Oswald probably left the building at about twelve:thirty-three p.m., his absence was not noticed until at least one-half hour later.
LJ035-0194	6.811	86	720	Approximately fifteen men worked in the warehouse and Truly noticed that Oswald was not among those being questioned.
LJ035-0196	2.956	37	320	The address listed was for the Paine home in Irving.
LJ035-0198	6.880	87	727	Truly estimated that he gave this information to Fritz about fifteen or twenty minutes after the shots,
LJ035-0200	5.057	64	540	Fritz believed that he learned of Oswald's absence after the rifle was found.
LJ035-0202	7.577	95	792	Fingerprint and palmprint evidence establishes that Oswald handled two of the four cartons next to the window
LJ035-0204	7.890	99	827	Oswald was seen in the vicinity of the southeast corner of the sixth floor approximately thirty-five minutes before the assassination
LJ035-0206	8.343	105	876	An eyewitness to the shooting immediately provided a description of the man in the window which was similar to Oswald's actual appearance.
LJ035-0210	7.205	91	760	On the basis of these findings the Commission has concluded that Oswald, at the time of the assassination,
LJ036-0002	3.362	43	365	Chapter four. The Assassin: Part five.
LJ036-0006	9.388	118	991	At about one:sixteen p.m., a Dallas police officer, J. D. Tippit, was shot less than one mile from Oswald's roominghouse.
LJ036-0008	6.195	78	651	(one) positive identification of the killer by two eyewitnesses who saw the shooting
LJ036-0010	7.043	89	740	(two) testimony of firearms identification experts establishing the identity of the murder weapon,
LJ036-0012	4.407	56	471	(four) evidence establishing the ownership of a zipper jacket
LJ036-0014	3.676	46	391	Oswald's Movements After Leaving Depository Building
LJ036-0016	5.893	74	617	Lee Harvey Oswald left the building approximately three minutes after the assassination.
LJ036-0018	8.494	107	897	where he boarded a bus which was heading back in the direction of the Depository Building, on its way to the Oak Cliff section of Dallas.
LJ036-0020	7.914	99	830	The transfer was dated "Friday November twenty-two, 'sixty-three" and was punched in two places by the bus driver.
LJ036-0022	9.098	114	951	the transfer was conclusively identified as having been issued by Cecil J. McWatters, a busdriver for the Dallas Transit Co.
LJ036-0024	9.353	117	980	on a trip which passed a check point at St. Paul and Elm Streets at twelve:thirty-six p.m., November twenty-two, nineteen sixty-three.
LJ036-0026	7.507	94	787	and he estimated that it took him three to four minutes to drive three blocks west from the checkpoint to Field Street,
LJ036-0028	7.136	90	756	McWatters' recollection is that he issued this transfer to a man who entered his bus just beyond Field Street,
LJ036-0030	6.509	82	689	About two blocks later, a woman asked to get off to make a one o'clock train at Union Station
LJ036-0032	6.950	87	735	So I gave her a transfer and opened the door and she was going out the gentleman I had picked up about two blocks [back]
LJ036-0034	5.406	68	575	It was the intersection near Lamar Street, it was near Poydras and Lamar Street.
LJ036-0036	6.799	85	719	At about six:thirty p.m. on the day of the assassination, McWatters viewed four men in a police lineup.
LJ036-0038	5.301	67	567	and who, during the ride south on Marsalis, had an argument with a woman passenger.
LJ036-0042	7.287	92	771	However, McWatters' recollection alone was too vague to be a basis for placing Oswald on the bus.
LJ036-0044	9.353	117	985	Oswald had rented a room from Mrs. Bledsoe about six weeks before, on October seven, but she had asked him to leave at the end of a week.
LJ036-0046	9.272	116	977	She testified, quote, I didn't like his attitude. There was just something about him I didn't like or want him. Just didn't want him around me, end quote,
LJ036-0048	7.379	93	779	She boarded the Marsalis bus at St. Paul and Elm Streets to return home. She testified further, quote,
LJ036-0050	6.509	82	692	Oswald got on. He looks like a maniac. His sleeve was out here. His shirt was undone.
LJ036-0052	6.184	78	658	he looked so bad in his face, and his face was so distorted. Hole in his sleeve right here.
LJ036-0054	7.797	98	823	When Oswald was arrested in the Texas Theatre, he was wearing a brown sport shirt with a hole in the right sleeve at the elbow.
LJ036-0056	9.040	113	944	Mrs. Bledsoe recalled that Oswald sat halfway to the rear of the bus which moved slowly and intermittently as traffic became heavy.
LJ036-0058	8.993	113	943	People on the bus began talking about it. As the bus neared Lamar Street, Oswald left the bus and disappeared into the crowd.
LJ036-0060	8.111	102	850	south on Houston, and southwest across the Houston viaduct to service the Oak Cliff area along Marsalis.
LJ036-0062	7.821	98	818	followed the same route as the Marsalis bus through downtown Dallas, except that it continued west on Elm,
LJ036-0064	3.235	41	351	Marsalis Street is seven blocks from Beckley.
LJ036-0066	6.520	82	692	He could not reach his roominghouse on the Marsalis bus, but the Beckley bus stopped across the street.
LJ036-0068	4.326	55	464	Both buses stopped within one block of the Depository Building.
LJ036-0070	4.105	52	444	rather than wait for one which stopped across the street from his roominghouse.
LJ036-0072	6.427	81	677	to Murphy and Elm three times, averaging six point five minutes for the three trips.
LJ036-0074	4.419	56	476	If Oswald left the Depository Building at twelve:thirty-three p.m.,
LJ036-0076	7.774	98	824	he would have boarded the bus at approximately twelve:forty p.m. and left it at approximately twelve:forty-four p.m.
LJ036-0078	8.111	102	848	claimed that about fifteen minutes after the assassination he saw a man, whom he later identified as Oswald,
LJ036-0080	6.973	88	738	toward a light-colored Rambler station wagon, which was moving slowly along Elm toward the underpass:
LJ036-0082	6.300	79	659	Craig testified that later in the afternoon he saw Oswald in the police interrogation room
LJ036-0084	5.905	74	620	Craig also claimed that when Fritz pointed out to Oswald that Craig had identified him,
LJ036-0086	4.024	51	432	The Commission could not accept important elements of Craig's testimony.
LJ036-0088	2.701	34	294	and told him a similar story to Craig's.
LJ036-0090	5.905	74	622	If Craig saw Oswald that afternoon, he saw him through the glass windows of the office.
LJ036-0092	4.802	61	516	and said, quote, Everybody will know who I am now, end quote.
LJ036-0094	8.482	107	895	Craig may have seen a person enter a white Rambler station wagon fifteen or twenty minutes after the shooting and travel west on Elm Street
LJ036-0096	5.510	69	581	because of the overwhelming evidence that Oswald was far away from the building by that time.
LJ036-0098	7.229	91	760	William Whaley, a taxicab driver, told his employer on Saturday morning, November twenty-three
LJ036-0100	5.557	70	591	Notified of Whaley's statement, the police brought him to the police station that afternoon.
LJ036-0102	4.082	52	439	He testified that Oswald looked older than the other boys.
LJ036-0104	1.691	22	193	Whaley picked Oswald.
LJ036-0106	3.920	49	419	You could have picked him out without identifying him by just listening to him.
LJ036-0108	7.170	90	761	and they asked me which one and I told them. It was him all right, the same man. He showed no respect for the policemen,
LJ036-0110	9.225	116	972	Whaley believes that Oswald's conduct did not aid him in his identification, quote, because I knew he was the right one as soon as I saw him.
LJ036-0112	3.328	42	360	Whaley said that Oswald was the man under Number two.
LJ036-0114	8.146	102	853	Only two of the men in the lineup with Oswald were teenagers: John T. Horn, aged eighteen, was Number one;
LJ036-0116	2.341	30	258	Lee Oswald was Number three;
LJ036-0118	2.724	35	300	When he first testified before the Commission,
LJ036-0120	2.271	29	254	unloaded at twelve:fifteen p.m.,
LJ036-0122	4.767	60	510	and a pickup from Greyhound (bus station) at twelve:thirty p.m.,
LJ036-0124	7.310	92	771	Whaley testified that he did not keep an accurate time record of his trips but recorded them by the quarter hour,
LJ036-0126	8.703	109	910	As he unloaded his Continental bus station passenger in front of Greyhound, he started to get out to buy a package of cigarettes.
LJ036-0128	9.411	118	985	The man was dressed in faded blue color khaki work clothes, a brown shirt, and some kind of work jacket that almost matched his pants.
LJ036-0130	3.978	50	423	Whaley described the ensuing events as follows, quote,
LJ036-0132	6.126	77	653	Driver, will you call me a cab down here? She had seen him get this cab and she wanted one, too,
LJ036-0134	6.137	77	654	I asked him where he wanted to go. And he said, "five hundred North Beckley. Well, I started up,
LJ036-0136	2.712	34	298	What the hell. I wonder what the hell is the uproar?
LJ036-0140	7.275	91	775	He gave me a dollar bill and didn't say anything, just got out and closed the door and walked around the front of the cab over to the other side of the street
LJ036-0142	4.024	51	435	Whaley was somewhat imprecise as to where he unloaded his passenger.
LJ036-0144	7.252	91	768	He said, quote, Yes, sir; that is right, because that is the five hundred block of North Beckley, end quote,
LJ036-0146	7.043	89	749	Neches is within one-half block of the roominghouse at ten twenty-six North Beckley where Oswald was living.
LJ036-0148	7.705	97	809	After a review of these inconsistencies in his testimony before the Commission, Whaley was interviewed again in Dallas.
LJ036-0150	7.972	100	838	He directed the driver of the car to a point twenty feet north of the northwest corner of the intersection of Beckley and Neely
LJ036-0152	3.130	40	342	This was the seven hundred block of North Beckley
LJ036-0154	9.063	114	952	The walk from Beckley and Neely to ten twenty-six North Beckley was timed by Commission counsel at five minutes and forty-five seconds.
LJ036-0156	1.679	21	187	He was in error, however.
LJ036-0158	7.438	93	783	Moreover, Mrs. Bledsoe saw Oswald in the bus without a jacket and wearing a shirt with a hole at the elbow.
LJ036-0160	6.068	76	636	He also stated he saw a silver identification bracelet on his passenger's left wrist.
LJ036-0164	9.539	120	1001	And when interrogated about a cab ride, Oswald also admitted that he left the slow-moving bus and took a cab to his roominghouse.
LJ036-0166	7.983	100	838	is three to four short blocks south of Lamar and Elm. If Oswald left the bus at twelve:forty-four p.m.
LJ036-0168	5.150	65	547	If the cab ride was approximately six minutes, as was the reconstructed ride,
LJ036-0170	5.731	72	607	If he was discharged at Neely and Beckley and walked directly to his roominghouse,
LJ036-0172	5.057	64	543	From the five hundred block of North Beckley, the walk would be a few minutes longer,
LJ036-0174	6.439	81	683	This is the approximate time he entered the roominghouse, according to Earlene Roberts, the housekeeper there.
LJ036-0176	6.288	79	665	Earlene Roberts, housekeeper for Mrs. A. C. Johnson at ten twenty-six North Beckley
LJ036-0178	6.753	85	713	She first saw him the day he rented a room at that address on October fourteen, nineteen sixty-three.
LJ036-0180	6.694	84	702	Mrs. Roberts testified that on Thursday, November twenty-one, Oswald did not come home.
LJ036-0182	4.477	56	475	She recalled that it was subsequent to the time the President had been shot.
LJ036-0184	6.880	87	734	When Oswald came in she said, quote, Oh, you are in a hurry, end quote, but Oswald did not respond.
LJ036-0186	6.242	79	669	Oswald had entered the house in his shirt sleeves, but when he left, he was zipping up a jacket.
LJ036-0188	3.955	50	427	Oswald was next seen about nine-tenths of a mile away
LJ036-0190	6.068	76	640	If Oswald left his roominghouse shortly after one p.m. and walked at a brisk pace,
LJ036-0192	5.859	74	625	Tippit's murder was recorded on the police radio tape at about one:sixteen p.m.
LJ036-0194	6.172	78	657	Patrolman J. D. Tippit joined the Dallas Police Department in July nineteen fifty-two.
LJ036-0196	7.658	96	801	Tippit patroled district Number seventy-eight in the Oak Cliff area of Dallas during daylight hours.
LJ036-0198	7.890	99	828	Tippit rode alone, as only one man was normally assigned to a patrol car in residential areas during daylight shifts.
LJ036-0200	9.643	121	1003	the radio dispatcher on channel one ordered all downtown patrol squads to report to Elm and Houston, code three (emergency).
LJ036-0202	8.018	101	846	At twelve:fifty-four p.m., Tippit reported that he was in the central Oak Cliff area at Lancaster and Eighth.
LJ036-0204	5.359	67	566	According to Chief Curry, Tippit was free to patrol the central Oak Cliff area.
LJ036-0206	5.104	64	544	again at twelve:forty-eight p.m., and again at twelve:fifty-five p.m.
LJ036-0210	6.520	82	689	At approximately one:fifteen p.m., Tippit, who was cruising east on tenth Street,
LJ036-0212	7.530	95	794	About one hundred feet past the intersection Tippit stopped a man walking east along the south side of Patton.
LJ036-0214	2.944	37	321	Tippit stopped the man and called him to his car.
LJ036-0216	3.746	47	403	Tippit got out and started to walk around the front of the car
LJ036-0218	3.339	42	359	Four bullets hit Tippit and killed him instantly.
LJ037-0002	3.177	40	341	Chapter four. The Assassin: Part six.
LJ037-0004	8.308	104	871	At least twelve persons saw the man with the revolver in the vicinity of the Tippit crime scene at or immediately after the shooting.
LJ037-0006	2.503	32	276	A sixth did so the next day.
LJ037-0008	4.071	51	432	Two witnesses testified that Oswald resembled the man they had seen.
LJ037-0010	2.782	35	301	A taxi driver, William Scoggins,
LJ037-0012	6.590	83	698	A police car moving east on tenth at about ten or twelve miles an hour passed in front of his cab.
LJ037-0014	4.918	62	526	Scoggins lost sight of him behind some shrubbery on the southeast corner lot,
LJ037-0016	7.066	89	750	Scoggins hurriedly left his seat and hid behind the cab as the man came back toward the corner with gun in hand.
LJ037-0018	6.218	78	658	Scoggins saw him and heard him mutter either "Poor damn cop" or "Poor dumb cop."
LJ037-0020	2.225	28	243	In his testimony before the Commission,
LJ037-0022	5.893	74	624	He had not seen Oswald on television and had not been shown any photographs of Oswald by the police.
LJ037-0026	5.592	70	592	By this time the pickup truck was across the street and about twenty-five feet from the police car.
LJ037-0028	5.812	73	615	He saw him empty the gun and throw the shells into some bushes on the southeast corner lot.
LJ037-0030	3.072	39	337	quote, We've had a shooting out here, end quote,
LJ037-0032	3.014	38	326	Benavides never saw Oswald after the arrest.
LJ037-0034	3.479	44	378	As a result, they did not take him to the police station.
LJ037-0036	8.227	103	863	Just prior to the shooting, Mrs. Helen Markham, a waitress in downtown Dallas, was about to cross tenth Street at Patton.
LJ037-0038	4.628	58	489	at the southeast corner of the intersection, approximately fifty feet away.
LJ037-0040	7.972	100	843	She saw the man come to the right window of the police car. As he talked, he leaned on the ledge of the right window with his arms.
LJ037-0042	8.076	101	847	The man pulled a gun. Mrs. Markham heard three shots and saw the policeman fall to the ground near the left front wheel.
LJ037-0044	6.265	79	667	She peered through her fingers, lowered her hands, and saw the man doing something with his gun. Quote,
LJ037-0046	6.950	87	734	The man, quote, in kind of a little trot, end quote, headed down Patton toward Jefferson Boulevard, a block away.
LJ037-0048	2.956	37	321	Helen Markham was screaming as she leaned over the body.
LJ037-0050	6.091	77	649	Her description and that of other eyewitnesses led to the police broadcast at one:twenty-two p.m.
LJ037-0052	2.550	32	282	At about four:thirty p.m., Mrs. Markham,
LJ037-0054	3.827	48	409	She identified Lee Harvey Oswald as the man who shot the policeman.
LJ037-0056	6.230	78	663	testified that she was, quote, quite hysterical, end quote, and was, quote, crying and upset, end quote.
LJ037-0058	6.753	85	710	In testimony before the Commission, Mrs. Markham confirmed her positive identification of Lee Harvey Oswald
LJ037-0060	7.728	97	819	That Mrs. Markham described the man who killed Patrolman Tippit as, quote, short, a little on the heavy side, end quote.
LJ037-0062	7.821	98	820	The Commission reviewed the transcript of a phone conversation in which Mrs. Markham is alleged to have provided such a description.
LJ037-0064	7.554	95	791	that Mrs. Markham strongly reaffirmed her positive identification of Oswald and denied having described the killer
LJ037-0066	6.172	78	660	Although she used the words, quote, a little bit bushy, end quote, to describe the gunman's hair,
LJ037-0068	2.074	26	228	taken at the time of his arrest.
LJ037-0070	8.436	106	887	within minutes of the shooting and before the lineup, Mrs. Markham described the man to the police as five foot eight inches tall.
LJ037-0072	6.590	83	693	She has subsequently admitted the existence of the conversation and offered an explanation for her denial.
LJ037-0074	7.519	94	782	and her positive identification of Oswald at a police lineup, the Commission considers her testimony reliable.
LJ037-0076	1.110	14	128	Two young women,
LJ037-0078	3.896	49	419	when they heard the sound of gunfire and the screams of Helen Markham.
LJ037-0082	2.097	27	236	On the evening of November twenty-two,
LJ037-0084	8.993	113	945	Barbara Jeanette Davis testified that no one had shown her a picture of Oswald before the identification and that she had not seen him on television.
LJ037-0086	4.094	52	442	Her reaction when she saw Oswald in the lineup was that, quote,
LJ037-0088	9.632	121	1008	Similarly, Virginia Davis had not been shown pictures of anyone prior to the lineup and had not seen either television or the newspapers during the afternoon.
LJ037-0090	4.280	54	461	she testified, quote, I would say that was him for sure, end quote.
LJ037-0092	7.867	99	826	Each woman whispered Oswald's number to the detective. Each testified that she was the first to make the identification.
LJ037-0094	5.870	74	625	He looked west on tenth and saw a man running to the west and a policeman falling to the ground.
LJ037-0096	5.835	73	612	Several days later he reported what he had seen and was questioned by FBI agents.
LJ037-0098	7.205	91	767	that he saw Oswald on television the night of the murder and thought that Oswald was the man he had seen running away from the shooting.
LJ037-0100	5.650	71	599	Later, the FBI showed Smith a picture of Oswald. In the picture the hair was brown.
